emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
manager,8,MORTGAGE,63024,4.95,1,2001,16,7,13600,home_improvement,10000,9002.87,87.5
,NA,OWN,30000,31.32,0,1999,19,10,19000,credit_card,10000,9613.42,89.5
it help desk,5,RENT,42563,14.19,0,2013,4,3,11000,debt_consolidation,16000,14961.22,100
staff sergeant,8,RENT,55836,37.67,0,2003,27,14,18700,credit_card,16350,14518.2,88.9
,NA,RENT,68575,9.96,0,2008,17,8,6000,debt_consolidation,15000,13544.48,100
chef,9,RENT,50000,8.25,0,2009,8,6,13000,credit_card,10000,9336.62,100
rn-supervisor,3,MORTGAGE,62000,31.22,0,1997,26,16,25700,home_improvement,16000,15283.16,100
classroom assistant,0,RENT,10000,42.74,0,2010,9,6,5800,debt_consolidation,15000,13954.16,88.9
network technician,10,RENT,60000,24.08,0,2001,27,11,43000,debt_consolidation,12000,10793.17,100
onsite electrostatic specialist painter,10,MORTGAGE,54269,21.47,0,2002,13,9,1700,debt_consolidation,21150,20794.28,100
realtor,7,RENT,150000,18.8,0,1963,15,9,33000,debt_consolidation,22500,20758.53,100
bolter,1,RENT,55000,26.82,0,2008,15,12,16000,credit_card,14000,13170.39,100
attorney,3,RENT,170000,19.13,0,2001,28,11,31600,credit_card,23000,20099.76,100
gate inspector ,1,RENT,36000,5.07,0,2013,6,5,8500,credit_card,30000,30000,100
landscape designer/arborist,3,RENT,65000,20.62,0,2011,18,16,10000,credit_card,15000,14465.94,100
social worker,5,RENT,30000,29.16,0,1987,22,8,4600,house,7200,6395.12,95.5
,NA,RENT,29388,29.24,0,2002,7,5,7500,debt_consolidation,10000,9522.69,100
branch service manager,7,MORTGAGE,35000,37.14,0,1997,27,14,38000,debt_consolidation,12000,10460.98,100
owner ,9,MORTGAGE,45000,9.28,0,2004,8,6,15000,debt_consolidation,20000,18814.85,100
assistant prosecutor,4,MORTGAGE,140000,16.07,0,1999,47,21,37700,debt_consolidation,25000,24087.04,100
chemist,1,OWN,59000,5.26,0,2010,13,10,34000,credit_card,9500,8517.55,100
server,6,MORTGAGE,65000,21.58,0,2009,15,9,7500,credit_card,5000,4521.4,100
bank examiner,4,MORTGAGE,83000,22.66,0,2005,26,13,78700,credit_card,12000,0,100
police officer,10,MORTGAGE,189000,16.62,1,1995,32,9,12800,debt_consolidation,18000,16893.11,93.8
senior loan officer,5,MORTGAGE,130000,15.02,0,1992,20,10,9000,debt_consolidation,21000,19786.11,100
manager,10,MORTGAGE,48500,22.23,0,2005,17,9,20200,debt_consolidation,16000,14491.61,52.9
surveyor ,8,MORTGAGE,47000,12.95,1,1992,12,6,1900,debt_consolidation,5600,4998.45,58.3
truck drivet,4,RENT,60000,12.6,1,2006,14,9,30100,home_improvement,14775,12999.2,92.9
region sales manager ,0,RENT,117000,25.56,0,1999,18,10,41600,other,15000,13262,77.8
supervisor ,2,RENT,15000,31.26,0,2005,8,5,21500,debt_consolidation,10000,8520.46,100
,NA,OWN,41280,4.39,0,2002,6,5,4800,debt_consolidation,25000,23341.54,100
accounts payable specialist,2,OWN,72800,18.73,1,2005,30,18,13000,debt_consolidation,20000,18114.51,86.7
marketing specialist,2,MORTGAGE,50000,24.44,0,2006,40,11,46800,credit_card,15000,13108.5,100
porter ,5,RENT,40000,7.44,0,2013,5,4,8500,credit_card,10000,9036.27,100
,NA,OWN,42000,7.38,0,1987,3,3,0,debt_consolidation,10000,9109.69,100
assistant dining room manager,7,OWN,62000,18.33,0,1973,30,13,13700,home_improvement,8000,7416,100
accounts receivable,6,MORTGAGE,35000,12.52,0,2000,20,11,22600,debt_consolidation,11200,10613.13,100
supervisor,10,MORTGAGE,125000,10.38,0,2004,26,19,32900,debt_consolidation,20000,19207.22,96.2
truck driver,0,RENT,70000,14.73,0,2006,11,6,9500,debt_consolidation,10000,9502.67,90.9
funeral servicd assistant,1,RENT,30000,5.48,0,2014,4,4,2500,credit_card,1500,1341.87,100
learning systems analyst,4,RENT,81000,11.04,0,2007,23,5,32400,credit_card,15000,13245.96,73.9
field inspector,6,MORTGAGE,37200,24.55,0,2012,12,12,24500,credit_card,14400,13788.69,100
food service leader,10,MORTGAGE,30000,27.1,0,2003,30,12,7200,medical,17000,16242.06,100
,10,RENT,60000,0.5,0,2003,4,2,4500,other,35000,33350.52,100
general mechanic g-12,9,OWN,42000,25.6,1,1995,17,10,8400,debt_consolidation,20000,19022.42,70.6
electrical and instrument designer,3,MORTGAGE,130000,18.77,1,2004,34,9,18000,debt_consolidation,27850,26240.1,97.1
manager,10,MORTGAGE,140000,17.51,0,2003,14,8,23400,debt_consolidation,20000,18673.24,92.9
fire alarm inspector ,0,MORTGAGE,56000,11.59,0,2006,6,4,10800,home_improvement,32000,29549.69,100
business specialist,5,RENT,48000,14.33,0,2007,30,10,26200,debt_consolidation,32200,31219.36,100
teacher,5,MORTGAGE,50129,55.11,0,1999,30,16,35900,home_improvement,7200,6658.5,96.7
legal,1,MORTGAGE,58000,10.35,0,2004,17,11,40300,other,15000,13464.86,100
floor layer,3,MORTGAGE,100000,10.9,0,2011,18,13,16500,debt_consolidation,20000,18673.24,77.8
quality system specialist ii,0,RENT,60000,19.52,0,2008,23,7,11000,credit_card,12000,11142.36,100
public utility analyst ii,10,OWN,40059.96,24.98,0,2005,28,12,7000,debt_consolidation,8000,7287.63,64.3
,NA,RENT,120000,6.44,0,2007,26,12,3500,other,15000,13534.5,90.9
personal trainer,7,RENT,30000,34.72,0,2008,12,7,7900,debt_consolidation,10000,0,100
rehab manager,10,MORTGAGE,45000,64.51,2,1990,43,13,13500,other,12050,0,88.4
closer,7,RENT,60000,22.94,1,2000,27,16,17900,debt_consolidation,30000,29036.82,96.3
senoir vendor support,10,RENT,60000,18.92,0,1997,21,8,6700,debt_consolidation,30000,26777.45,100
elevator mechanic,1,RENT,139200,20.53,7,1984,51,9,3700,debt_consolidation,10000,9317.45,66.7
supervisor,0,MORTGAGE,62400,23.77,0,2003,45,13,5600,debt_consolidation,11000,10632.74,100
owner-consultant,10,RENT,120000,6.31,0,1982,11,6,10200,debt_consolidation,10000,9285.29,100
field supervisor,10,MORTGAGE,100000,17.71,0,2001,28,16,47200,debt_consolidation,7200,6382.4,96.4
patient access rep,6,MORTGAGE,30000,10.14,0,2005,17,12,9300,other,2000,1768.26,94.1
mail handler,10,MORTGAGE,75000,10.11,0,1996,13,9,24200,debt_consolidation,40000,36092.05,91.7
underwriter,3,MORTGAGE,84000,0.43,0,2002,16,7,18500,medical,15000,0,100
mechanical engineer,7,MORTGAGE,105000,23.06,0,2008,18,10,51500,credit_card,28000,25104.47,100
customer service,10,OWN,62000,16.43,0,1998,42,18,61600,debt_consolidation,6000,5535.59,90.5
ct technologist,7,MORTGAGE,120000,13.87,1,2004,17,8,32000,debt_consolidation,11200,10761.57,94.1
teacher,6,MORTGAGE,68000,10.57,0,2002,10,7,24000,debt_consolidation,15000,14265.96,80
,NA,RENT,23000,31.42,0,2003,12,8,8400,debt_consolidation,7200,6697.99,100
pastor,10,OWN,48509,18.41,0,1993,27,9,27400,debt_consolidation,35000,31418.07,100
director,1,MORTGAGE,352250,5.22,0,1970,16,5,48200,house,40000,37370.36,100
operations manager,3,OWN,65000,11.6,1,2002,9,7,21900,credit_card,17000,15710.01,77.8
regular full time carrier,10,MORTGAGE,72000,25.38,1,1985,23,13,7600,debt_consolidation,2000,0,95.7
internal auditor,3,RENT,49500,21.5,1,1987,24,7,3000,debt_consolidation,10000,9350.23,91.7
president,10,MORTGAGE,249996,6.83,0,2006,19,11,116700,car,30000,28508.06,84.2
assistant business administrator ,10,MORTGAGE,62000,28.98,0,2004,66,23,80600,debt_consolidation,30600,28963.94,100
technical,10,OWN,180000,12.66,0,2002,26,11,0,debt_consolidation,6000,5700.09,92.3
bus driver,0,MORTGAGE,10000,100.72,0,1993,31,13,21700,debt_consolidation,40000,36991.71,100
print project planner/estimator,10,MORTGAGE,65000,28.64,0,2004,22,12,11450,other,4000,3617.12,100
letter carrier,5,MORTGAGE,47000,18.26,0,2005,39,22,13700,debt_consolidation,9200,8501.86,97.4
store manager,2,RENT,54000,14.51,0,1998,15,12,7375,debt_consolidation,8675,0,93
section 8 coordinator,7,OWN,60000,15,0,2002,24,11,17000,credit_card,20000,18482.35,100
teacher,6,MORTGAGE,110000,6.68,0,2002,34,15,58000,debt_consolidation,4000,3693.7,90.9
delivery driver,5,MORTGAGE,52000,40.64,0,1991,21,9,9400,debt_consolidation,10000,9608.54,71.4
,NA,OWN,54000,12.96,1,2003,41,23,70100,debt_consolidation,12000,11624.78,92.5
title examiner,6,MORTGAGE,70000,10.97,0,2010,18,8,11100,other,4000,3699.22,100
school bus driver,3,RENT,58380,10.11,0,2012,17,9,12000,debt_consolidation,5000,4501.41,100
director of fitness,10,MORTGAGE,75000,16.26,0,1991,20,12,32300,debt_consolidation,25000,23175.33,94.7
engineer,10,RENT,105000,10.13,0,1999,17,11,30300,credit_card,10200,9259.88,100
public utilities specialist ,10,OWN,96821.31,26.17,0,1991,41,16,19900,debt_consolidation,21600,20217.93,100
operations manager ,0,MORTGAGE,80000,15.96,2,2003,16,7,8700,debt_consolidation,12000,10590.97,76.9
addiction specialist,0,OWN,22800,13.68,0,2011,9,6,7900,debt_consolidation,12000,11588.87,100
service manager,10,MORTGAGE,52000,18.56,0,2004,15,9,33400,debt_consolidation,27225,24619.17,100
property manager ,5,MORTGAGE,65000,33.44,0,2004,19,6,2000,home_improvement,35000,31931.37,94.7
department management,10,RENT,55000,7.48,0,2004,13,7,9600,debt_consolidation,6500,5840.57,100
crew leader,2,RENT,34560,16.91,1,2006,5,4,3400,debt_consolidation,10000,9715.1,80
credit sales manager ,1,RENT,95504,26.1,0,2006,16,8,15200,debt_consolidation,30000,26593.37,93.8
senior business analyst,6,MORTGAGE,110000,15.91,0,2011,20,8,6600,debt_consolidation,6000,5355.47,93.8
business development associate,0,RENT,70000,1.97,0,1990,4,3,42000,debt_consolidation,3000,2692.96,100
operator one,10,MORTGAGE,100000,24.37,0,2002,40,24,74100,other,23000,22023.62,100
accountant,10,OWN,55000,25.4,0,1982,32,10,8700,home_improvement,12000,11530.24,71.9
,NA,OWN,48000,3.85,0,2012,14,11,42300,other,7000,6643.56,100
locker room attendant,8,RENT,42000,21.34,0,2010,16,8,10700,other,6000,5616.07,100
,NA,MORTGAGE,77000,12.25,0,2005,55,9,20100,medical,25600,23815.37,83.3
project manager,3,MORTGAGE,86000,16.91,0,2004,15,10,50700,credit_card,33500,29275.71,100
manager,8,RENT,54000,9.66,0,2000,17,8,50100,credit_card,12000,11081.12,100
staff sargent,10,MORTGAGE,48000,22.05,0,2005,13,6,1000,small_business,20400,18052.25,91.7
sr loan officer,7,MORTGAGE,160000,12.74,0,1997,13,7,13600,home_improvement,35000,32593.95,100
"supervisor, production",10,OWN,101794,26.22,0,1978,20,7,23000,debt_consolidation,29000,25594.9,100
soils laboratory technician,10,RENT,41000,15.93,0,2000,20,6,8000,debt_consolidation,6400,5783.2,90
executive ,0,OWN,107000,10.11,0,2005,14,8,12900,debt_consolidation,10000,9042.83,78.6
hr sourcer ,0,MORTGAGE,120000,8.46,1,2000,32,19,67400,home_improvement,15000,13949.55,90.3
maritime transportation specialist,8,RENT,100203,20.41,0,2002,29,11,32400,debt_consolidation,12000,10578.78,96.2
its5,10,MORTGAGE,105000,3.13,0,2000,35,7,30000,debt_consolidation,16000,14832.04,94.1
owner,10,MORTGAGE,125000,36.29,0,1978,17,10,22000,debt_consolidation,34000,32866.83,82.4
learning experience facilitator,1,MORTGAGE,70000,14.2,1,2005,12,6,5600,home_improvement,14000,13139.1,83.3
service advisor ,0,RENT,48000,19.18,0,2014,9,9,15500,debt_consolidation,10000,8879.63,100
driver,10,MORTGAGE,50000,25.28,1,2011,23,12,20600,debt_consolidation,12000,11734.9,82.6
rn,6,MORTGAGE,75000,16.13,0,2005,40,27,53600,credit_card,17000,15684.23,95
director of corporate operations,0,MORTGAGE,130000,12.28,0,2008,30,23,93600,credit_card,17500,16273.9,100
registered nurse ,3,MORTGAGE,85000,23.37,0,2001,27,17,54000,debt_consolidation,12000,10538.41,48.1
executive,1,MORTGAGE,200000,22.96,0,1987,23,18,90300,credit_card,19000,17874.1,95.7
state trooper,7,RENT,95000,24.86,0,2005,31,15,16400,major_purchase,12000,11163.33,96.8
manager,2,MORTGAGE,75000,29.46,0,2003,27,20,46200,debt_consolidation,18000,15956.02,96.3
area manager,1,MORTGAGE,140000,18.76,0,1999,25,9,30900,debt_consolidation,18000,16893.11,92
general manager,3,RENT,70000,4.75,0,2006,12,7,8400,credit_card,16000,15051.88,100
,NA,MORTGAGE,35000,23.94,0,2000,18,8,19300,debt_consolidation,11000,9883.92,100
general manager,10,MORTGAGE,65000,2.1,0,2006,11,8,1300,house,6000,5544.75,72.7
sr software engineer,3,RENT,144000,7.16,0,1995,13,5,800,other,7000,6511.92,92.3
engineering technician ,4,OWN,95000,14.87,1,2007,17,9,69600,house,9600,9134.64,94.1
quality manager,2,RENT,88000,28.27,0,2004,16,9,12800,debt_consolidation,30000,27981.54,94
service manager,10,MORTGAGE,65000,19.89,0,2007,26,16,39600,debt_consolidation,20000,19217.08,100
nails tech ,0,MORTGAGE,35000,20.64,0,2003,14,7,14300,debt_consolidation,8000,7287.73,100
vac/shift relief warehouse,10,MORTGAGE,60000,7.7,0,2001,15,6,18800,credit_card,23000,21902.23,100
finance manager,7,RENT,65000,16.3,0,2002,34,11,10600,debt_consolidation,15675,14174.66,84.8
customer service agent,10,RENT,64000,6.58,0,2005,43,21,56700,moving,30000,0,95.1
director,10,MORTGAGE,180000,21.05,1,1991,34,10,11700,debt_consolidation,8400,7862.53,96.4
prep touch up,3,RENT,35568,6.31,0,1992,12,5,3000,major_purchase,2400,2105.71,66.7
operation specialist,9,RENT,65000,18.92,0,2004,9,9,46500,other,10000,8717.45,100
production operator,4,RENT,55000,24.2,0,1990,35,21,10000,other,10500,10017.49,100
director asset management ,3,MORTGAGE,150000,12.4,0,2006,18,7,62500,credit_card,28000,26158.47,100
pharmacy technician,10,RENT,42000,21.79,0,1995,31,15,9100,debt_consolidation,30000,26777.45,93.3
home health aide ,1,RENT,50000,8.45,0,2012,11,11,9800,other,6400,0,100
engineer,9,RENT,90000,37.33,0,2000,44,15,34300,debt_consolidation,22000,20097.91,100
readiness nco,10,MORTGAGE,53000,22.88,0,2003,26,11,23300,credit_card,17000,15595.9,100
sr developer,2,MORTGAGE,353000,12.09,0,1994,28,16,101600,debt_consolidation,35000,30511.2,100
systems administrator sr,3,RENT,104550,10.95,0,2007,16,10,44600,credit_card,10000,8704.47,100
manager,10,MORTGAGE,132000,7.5,0,1997,22,4,24600,moving,5000,0,100
family support worker,10,OWN,45804,15.09,0,1998,28,13,37800,debt_consolidation,21000,18147.15,100
teacher,10,RENT,72000,4.4,0,1999,12,7,17000,debt_consolidation,3000,2774.37,100
,NA,MORTGAGE,55000,20.45,0,1994,29,14,13200,debt_consolidation,15000,14062.83,100
associate attorney,4,RENT,285000,14.46,1,2004,30,23,80100,credit_card,40000,36011.51,93.3
senior claim examiner,4,RENT,60000,12.6,0,1999,10,7,5500,debt_consolidation,5000,4424.54,100
consumer marketing director,7,RENT,100000,17.86,0,2004,22,18,18300,debt_consolidation,20000,17580.17,100
rn-icu,0,MORTGAGE,75000,6.03,0,1991,20,5,36000,medical,6500,5796.27,100
scheduler,6,MORTGAGE,55000,15.47,0,2007,13,11,5100,debt_consolidation,3600,3270.5,91.7
talent,2,RENT,55000,8.86,0,2013,15,14,6100,debt_consolidation,10000,9571.51,100
police officer ,10,MORTGAGE,63000,6.04,0,2011,14,9,31000,debt_consolidation,12000,11089.41,92.9
firefighter,10,MORTGAGE,42000,22.83,0,1999,19,6,11000,home_improvement,11000,10563.97,100
customer service agent,10,MORTGAGE,105000,24.06,0,2004,22,8,15900,credit_card,20000,19005.13,100
,NA,RENT,100000,19.15,0,2005,38,14,21900,debt_consolidation,40000,37080.14,100
certified tumor registrar,5,RENT,103000,19.78,1,1999,33,21,55000,debt_consolidation,25000,24045.67,93.9
administrative associate,9,MORTGAGE,52505.4,28.73,0,1990,40,26,42300,credit_card,12000,10878.71,100
bus driver,4,MORTGAGE,70000,17.56,0,1992,16,7,33100,debt_consolidation,23650,21819.8,100
president,10,MORTGAGE,80000,38.73,1,1992,24,12,61700,debt_consolidation,28000,26297.36,91.7
mail handler,10,OWN,65000,15.69,0,2005,24,10,10700,credit_card,16000,14832.04,100
devops engineer,1,RENT,100000,16.37,0,2014,14,11,63700,debt_consolidation,18000,15793.1,100
software sales,10,MORTGAGE,325000,23.98,0,1999,33,18,49200,debt_consolidation,34750,30331.08,97
front office coordinator,2,RENT,72000,31.03,0,1987,38,15,9800,credit_card,13000,11406.1,100
carpenter,10,RENT,46000,23.24,0,1993,27,9,3400,debt_consolidation,5000,4439.79,90.9
driver,5,OWN,120000,12.87,0,2000,20,10,56900,debt_consolidation,21000,19940.62,95
human resource business partner,6,MORTGAGE,70000,36.07,2,1998,25,11,5500,debt_consolidation,12000,11427.24,80
,NA,RENT,80200,22.74,0,2007,13,9,31400,credit_card,5000,4768.79,100
maintenance ,10,RENT,35000,13.07,1,2006,19,11,14200,debt_consolidation,15000,14538.71,94.7
maintenance,10,MORTGAGE,50000,28.49,0,1999,21,9,26300,credit_card,28000,26264.2,100
corporate sales,2,RENT,85000,34.8,0,2006,33,15,32800,medical,4000,3643.87,100
youth specialist,5,MORTGAGE,32000,41.07,1,2009,27,14,12000,debt_consolidation,16000,15457.56,96.2
sprinkler foreman,9,RENT,60000,29.32,0,2005,24,12,14200,debt_consolidation,5000,4316.14,91.7
intern,2,MORTGAGE,58000,1.76,0,2008,3,3,33400,other,6000,5230.49,100
operation engineer ,1,MORTGAGE,64000,15.28,0,1990,31,16,25700,credit_card,12000,11163.33,100
teacher,10,MORTGAGE,96000,20.18,1,1983,28,10,23500,debt_consolidation,16000,14436.82,92.9
software engineer,1,RENT,65000,8.79,0,2009,15,13,31400,debt_consolidation,16000,14405.29,100
owner,10,OWN,50000,1.3,0,2000,19,6,31800,debt_consolidation,24000,21115.47,100
welder,6,MORTGAGE,40000,20.65,0,2006,12,10,20100,major_purchase,16000,14683.17,100
owner,10,MORTGAGE,150000,33.45,0,1983,29,12,85000,debt_consolidation,40000,38132.99,100
realtor - independent contractor,2,OWN,75000,21.66,0,2000,45,21,46200,credit_card,20300,19532.64,97.8
operation ,2,MORTGAGE,115000,15.91,1,2009,33,16,28600,major_purchase,7500,6925.69,97
supervisor,2,RENT,55000,26.01,0,2003,28,11,18600,credit_card,8400,7349.54,100
mgr it application,10,MORTGAGE,148650,0.53,0,1991,28,15,101400,debt_consolidation,40000,0,100
sales,10,MORTGAGE,100000,15.22,0,1995,29,11,21000,debt_consolidation,17000,14943.12,100
manager,10,OWN,300000,15.25,0,2002,27,20,85900,major_purchase,28250,26442.42,100
information assurance ,2,MORTGAGE,115000,17.27,0,2004,34,19,64400,credit_card,8400,7349.54,90.9
cdl truck driver,10,MORTGAGE,80000,23.21,0,2005,17,9,13000,debt_consolidation,15000,13954.16,94.1
truck driver,10,OWN,39000,47.36,0,2005,27,8,10000,debt_consolidation,20000,17596.2,74.1
designer,3,RENT,60000,24.68,0,2010,12,9,32000,credit_card,20000,18550.28,92
sr java analyst programmer,1,MORTGAGE,124000,29.79,0,1990,39,22,110400,debt_consolidation,40000,37904.12,100
des support operations,3,MORTGAGE,40000,5.22,0,2004,23,13,20100,house,22725,21881.41,81.8
property manager ,3,RENT,76000,9.44,0,2005,21,10,16900,credit_card,10000,9515.25,86.7
market leader,3,RENT,70000,17.3,2,2003,25,9,17300,debt_consolidation,5000,4737.54,87.5
contractor ,0,RENT,60000,14.7,0,2007,27,11,21200,credit_card,15000,13273.71,96.3
certified nurse aide ,4,RENT,32000,34.73,0,2011,15,12,27300,debt_consolidation,10500,9744.22,100
automotive technician ,2,RENT,43000,4.13,0,2015,8,5,2000,other,4000,3534.66,100
risk operations ,5,RENT,37000,15.86,0,2013,13,11,22300,other,2000,1756.54,100
parts sales,10,OWN,34000,18.96,0,2009,9,7,8300,debt_consolidation,10000,9657.47,100
,NA,MORTGAGE,35000,9.57,0,1990,22,8,16300,debt_consolidation,20000,19164.16,86.4
carpenter foreman ,3,RENT,110000,18.69,0,2003,19,9,8500,debt_consolidation,10000,9778.48,100
business systems analyst,3,MORTGAGE,108000,2.99,0,2000,12,5,0,debt_consolidation,12000,10618.97,100
principle business solution architect,10,RENT,130000,8.45,0,2007,26,15,16100,house,18000,0,100
coding lead,5,MORTGAGE,55000,29.65,0,2008,35,15,9100,home_improvement,10000,8668.19,94.3
super intendant,10,MORTGAGE,130000,22.06,0,1995,29,16,93000,home_improvement,16525,15372.83,96.6
accounting technician,10,MORTGAGE,44000,20.24,0,2004,26,9,14950,debt_consolidation,18000,17102.5,92
manager ,7,RENT,52000,14.49,0,2003,37,15,6400,credit_card,11000,10270.25,100
director of property management,10,OWN,115000,21.26,0,2005,33,15,22900,debt_consolidation,14000,0,97
meat cutter,6,RENT,25000,25.92,0,2008,7,2,1000,other,1500,1394.45,85.7
casualty rep adjuster,5,RENT,67500,4.71,0,2005,9,4,21400,credit_card,14000,13390.17,100
claims specialist,3,OWN,49000,36.71,1,2006,37,8,3500,credit_card,13100,11967.37,97.2
billing supervisor,7,RENT,62000,17.44,0,2008,10,7,9900,debt_consolidation,20000,18592.93,100
senior merchandising manager,5,MORTGAGE,51000,2.21,0,2012,5,3,12000,debt_consolidation,5000,4642.64,100
finisher,6,MORTGAGE,43000,13.23,0,2012,14,10,15800,debt_consolidation,16000,15000.36,100
account manager,9,RENT,56891,11.29,1,1978,13,7,10100,debt_consolidation,6000,5390,84.6
financial center operations manager ,10,MORTGAGE,70000,25.6,0,2001,62,33,73400,debt_consolidation,18000,16013.16,100
hr specialist,7,MORTGAGE,126049,18.11,0,2000,45,14,31400,vacation,7000,6359.29,100
realtor,10,MORTGAGE,180000,5.21,0,2004,17,12,31200,debt_consolidation,35000,31626.48,91.7
network engineer,0,OWN,80000,23.47,0,2008,19,9,67500,debt_consolidation,19000,17545.12,100
community improvement specialty officer,3,MORTGAGE,45000,8.83,0,2003,28,15,24600,debt_consolidation,16000,0,100
